1.0 0.0 0.0 
0.0 0.0 1.0 
0.0 1.0 0.0 
0.333591 0.333786 0.332623 
6.15923E-4 0.335258 0.664126 
0.66546 0.334442 9.75405E-5 
0.331702 0.666899 0.00139916 
0.33657 6.97701E-4 0.662733 
0.667436 0.00203624 0.330528 
0.00456961 0.663651 0.331779 
0.114132 0.113949 0.771919 
0.778798 0.113134 0.108068 
0.444254 0.445714 0.110032 
0.446285 0.112982 0.440732 
0.554932 0.224594 0.220473 
0.111741 0.776417 0.111842 
0.111585 0.444131 0.444284 
0.224945 0.222542 0.552513 
0.223836 0.554692 0.221472 
0.00163233 0.116782 0.881586 
0.667724 0.113283 0.218993 
0.45046 5.66559E-5 0.549483 
1.13679E-4 0.554384 0.445503 
0.00255057 0.888029 0.10942 
0.443807 0.334282 0.221911 
0.221597 0.445475 0.332928 
0.335585 0.112481 0.551934 
0.108663 0.00354146 0.887795 
1.8771E-4 0.776001 0.223812 
0.222563 0.665449 0.111988 
0.222042 0.00225006 0.775708 
0.114436 0.331699 0.553864 
0.44375 0.22399 0.33226 
0.222743 0.335175 0.442082 
0.333908 0.445477 0.220615 
0.333006 0.555576 0.111418 
0.44247 0.556164 0.00136611 
0.778949 0.00350371 0.217548 
0.222679 0.776865 4.55161E-4 
0.554274 0.444502 0.00122457 
0.664384 0.225825 0.109791 
0.332977 0.224589 0.442434 
0.114367 0.663772 0.221861 
0.554193 0.115096 0.330711 
0.22455 0.113795 0.661654 
0.553601 0.334045 0.112354 
1.58201E-4 0.445585 0.554257 
0.112276 0.223521 0.664203 
0.557272 0.00334159 0.439386 
0.111395 0.553574 0.335032 
0.776913 0.222261 8.25296E-4 
0.00382211 0.223852 0.772326 
0.886352 0.00474 0.108908 
0.108749 0.890462 7.88776E-4 
0.883065 0.113656 0.00327931 
0.375436 0.037105 0.587459 
0.261764 0.0383943 0.699842 
0.296239 0.408671 0.295089 
0.0341 0.0427176 0.923182 
0.149795 0.589639 0.260566 
0.0404399 0.370838 0.588722 
0.0374139 0.814174 0.148413 
0.408082 0.408033 0.183885 
0.37012 0.371071 0.258809 
0.0406966 0.701758 0.257546 
0.590818 0.370835 0.0383478 
0.14823 0.0375051 0.814265 
0.149164 0.815634 0.035202 
0.629174 0.0783457 0.29248 
0.188403 0.296071 0.515526 
0.703906 0.152453 0.143641 
0.409732 0.0761791 0.514088 
0.517543 0.407276 0.0751803 
0.371183 0.151441 0.477376 
0.40726 0.297664 0.295076 
0.149148 0.370982 0.47987 
0.702559 0.0400264 0.257415 
0.51768 0.188203 0.294118 
0.298111 0.186165 0.515723 
0.151875 0.257905 0.590219 
0.480412 0.483126 0.0364623 
0.369937 0.482464 0.147599 
0.296911 0.518734 0.184355 
0.259876 0.370972 0.369152 
0.369669 0.260923 0.369408 
0.0741956 0.517995 0.40781 
0.369036 0.594129 0.0368347 
0.300986 0.0734482 0.625566 
0.594736 0.0392882 0.365976 
0.187932 0.0777149 0.734353 
0.184561 0.409824 0.405615 
0.627601 0.189935 0.182464 
0.0785808 0.737022 0.184397 
0.406065 0.519925 0.0740096 
0.479931 0.261662 0.258407 
0.25888 0.482107 0.259013 
0.256687 0.704351 0.038962 
0.408153 0.187098 0.404749 
0.25904 0.592966 0.147994 
0.0750042 0.850319 0.0746771 
0.294955 0.629563 0.075482 
0.517807 0.297452 0.184741 
0.481269 0.370912 0.147819 
0.592947 0.152295 0.254758 
